seller_id,seller_name,seller_city,seller_state,seller_rating,registration_date,seller_status
SELL00520,"Bava, Sachar and Parmer",Lucknow,Andhra Pradesh,4.77,2022-09-03 06:35:59.565452,Banned
SELL00521,Chaudhari PLC,Bengaluru,Tamil Nadu,2.98,2022-09-04 06:35:59.565452,Inactive
SELL00522,Manda Inc,Vadodara,Haryana,3.76,2022-09-05 06:35:59.565452,Active
SELL00523,"Sankar, Bala and Saini",Mumbai,Karnataka,4.05,2022-09-06 06:35:59.565452,Banned
SELL00524,Borah Group,Delhi,Maharashtra,3.65,2022-09-07 06:35:59.565452,Banned
SELL00525,Saran Ltd,Jaipur,Haryana,3.57,2022-09-08 06:35:59.565452,Active
SELL00526,Sankaran-Biswas,Patna,Karnataka,1.03,2022-09-09 06:35:59.565452,Banned
SELL00527,"Char, Sathe and Prasad",Chandigarh,Odisha,1.08,2022-09-10 06:35:59.565452,Banned
SELL00528,"Dixit, Khalsa and Chauhan",Hyderabad,Bihar,3.9,2022-09-11 06:35:59.565452,Active
SELL00529,Brar-Bora,Chandigarh,Uttar Pradesh,,2022-09-12 06:35:59.565452,Active
SELL00530,"Bala, Bahl and Saxena",Noida,Uttar Pradesh,2.94,2022-09-13 06:35:59.565452,Banned
SELL00531,Manne LLC,Pune,Delhi,2.71,2022-09-14 06:35:59.565452,Active
SELL00532,Arya Inc,Patna,Kerala,3.92,2022-09-15 06:35:59.565452,Active
SELL00533,Brar-Gaba,Jaipur,Madhya Pradesh,4.4,2022-09-16 06:35:59.565452,Banned
SELL00534,"Majumdar, Sabharwal and Din",Chennai,Punjab,1.5,2022-09-17 06:35:59.565452,Active
SELL00535,Prashad PLC,Ahmedabad,Punjab,3.31,2022-09-18 06:35:59.565452,Banned
SELL00536,"Randhawa, Pant and Nazareth",Pune,Kerala,1.99,2022-09-19 06:35:59.565452,Banned
SELL00537,Tailor-Parmer,Vadodara,West Bengal,1.53,2022-09-20 06:35:59.565452,Banned
SELL00538,Pillay Ltd,Kolkata,Delhi,3.87,2022-09-21 06:35:59.565452,Banned
SELL00539,"Kamdar, Deol and Natt",Bhopal,Madhya Pradesh,2.28,2022-09-22 06:35:59.565452,Banned
SELL00540,"Nayak, Choudhary and Rege",Jaipur,Telangana,2.67,2022-09-23 06:35:59.565452,Inactive
SELL00541,"Raj, More and More",Lucknow,Uttar Pradesh,3.18,2022-09-24 06:35:59.565452,Active
SELL00542,Hayre-Shukla,Pune,Telangana,1.61,2022-09-25 06:35:59.565452,Banned
SELL00543,"Nagar, Raman and Virk",Delhi,Uttar Pradesh,3.65,2022-09-26 06:35:59.565452,Banned
SELL00544,Menon-Ravi,Bengaluru,Delhi,4.4,2022-09-27 06:35:59.565452,Active
SELL00545,Barad and Sons,Jaipur,West Bengal,3.08,2022-09-28 06:35:59.565452,Active
SELL00546,Garg-Narayanan,Delhi,Odisha,4.25,2022-09-29 06:35:59.565452,Active
SELL00547,Munshi Group,Visakhapatnam,Kerala,2.87,2022-09-30 06:35:59.565452,Banned
SELL00548,Singh LLC,Bengaluru,Haryana,3.49,2022-10-01 06:35:59.565452,Inactive
SELL00549,"Pandey, Patla and Sankaran",Bengaluru,Telangana,3.57,2022-10-02 06:35:59.565452,Inactive
SELL00550,Biswas-Dhar,Vadodara,Uttar Pradesh,1.84,2022-10-03 06:35:59.565452,Banned
SELL00551,"Soman, Rajagopalan and Thaker",Indore,Kerala,4.79,2022-10-04 06:35:59.565452,Inactive
SELL00552,Kaur Group,Indore,Delhi,4.9,2022-10-05 06:35:59.565452,Inactive
SELL00553,Kuruvilla and Sons,Kolkata,Tamil Nadu,2.41,2022-10-06 06:35:59.565452,Active
SELL00554,"Mahal, Konda and Mallick",Chandigarh,Telangana,4.38,2022-10-07 06:35:59.565452,Inactive
SELL00555,Tara-Dugar,Indore,Bihar,1.08,2022-10-08 06:35:59.565452,Banned
SELL00556,Mani Ltd,Mumbai,Maharashtra,3.54,2022-10-09 06:35:59.565452,Inactive
SELL00557,Rana LLC,Ahmedabad,Tamil Nadu,4.11,2022-10-10 06:35:59.565452,Active
SELL00558,"Vaidya, Bail and Goswami",Bhopal,Punjab,2.24,2022-10-11 06:35:59.565452,Active
SELL00559,"Iyer, Amble and Sarma",Delhi,Punjab,4.03,2022-10-12 06:35:59.565452,Active
SELL00560,"Narasimhan, Purohit and Borra",Chandigarh,Madhya Pradesh,2.72,2022-10-13 06:35:59.565452,Active
SELL00561,Sarraf PLC,Jaipur,Delhi,3.0,2022-10-14 06:35:59.565452,Inactive
SELL00562,Dhar-Chaudhari,Surat,Uttar Pradesh,4.78,2022-10-15 06:35:59.565452,Inactive
SELL00563,"Kashyap, Sharma and Chadha",Noida,Madhya Pradesh,1.25,2022-10-16 06:35:59.565452,Active
SELL00564,Kara Inc,Kochi,Tamil Nadu,1.94,2022-10-17 06:35:59.565452,Active
SELL00565,Nanda-Subramanian,Mumbai,Haryana,3.48,2022-10-18 06:35:59.565452,Active
SELL00566,Wagle Ltd,Nagpur,Odisha,4.74,2022-10-19 06:35:59.565452,Active
SELL00567,"Chada, Saraf and Sant",Surat,Andhra Pradesh,9.0,2022-10-20 06:35:59.565452,Banned
SELL00568,"Raja, Nair and Badal",Kolkata,Odisha,4.14,2022-10-21 06:35:59.565452,Inactive
SELL00569,"Kalita, Vala and Nori",Chennai,Haryana,2.89,2022-10-22 06:35:59.565452,Active
SELL00570,"Ravi, Kanda and Bhalla",Nagpur,Kerala,2.23,2022-10-23 06:35:59.565452,Inactive
SELL00571,Mangat Group,Hyderabad,Andhra Pradesh,1.55,2022-10-24 06:35:59.565452,Active
SELL00572,Khatri-Kashyap,Delhi,Tamil Nadu,2.58,2022-10-25 06:35:59.565452,Active
SELL00573,Babu LLC,Ahmedabad,West Bengal,2.99,2022-10-26 06:35:59.565452,Banned
SELL00574,Walia Group,Mumbai,Gujarat,2.04,2022-10-27 06:35:59.565452,Inactive
SELL00575,"Zacharia, Comar and Vig",Bengaluru,Punjab,4.37,2022-10-28 06:35:59.565452,Active
SELL00576,"Talwar, Chana and Ratta",Delhi,Maharashtra,3.18,2022-10-29 06:35:59.565452,Active
SELL00577,Kant-Wable,Jaipur,Madhya Pradesh,2.5,2022-10-30 06:35:59.565452,Banned
SELL00578,Thaman-Vala,Chennai,West Bengal,1.39,2022-10-31 06:35:59.565452,Inactive
SELL00579,"Luthra, Dora and Dasgupta",Ahmedabad,Maharashtra,4.75,2022-11-01 06:35:59.565452,Active
SELL00580,Koshy and Sons,Bhopal,Madhya Pradesh,2.76,2022-11-02 06:35:59.565452,Active
SELL00581,Talwar-Pandit,Bengaluru,Telangana,2.98,2022-11-03 06:35:59.565452,Inactive
SELL00582,Ganguly-Butala,Surat,Bihar,3.97,2022-11-04 06:35:59.565452,Banned
SELL00583,"Bhargava, Chad and Mitter",Kochi,Haryana,4.2,2022-11-05 06:35:59.565452,Banned
SELL00584,Maharaj Group,Delhi,Delhi,,2022-11-06 06:35:59.565452,Active
SELL00585,Munshi-Dube,Chennai,Odisha,4.12,2022-11-07 06:35:59.565452,Inactive
SELL00586,Pal-Mammen,Lucknow,Bihar,2.09,2022-11-08 06:35:59.565452,Banned
SELL00587,"Vasa, Cheema and Bandi",Pune,Kerala,2.38,2022-11-09 06:35:59.565452,Active
SELL00588,Sura LLC,Kolkata,Gujarat,4.79,2022-11-10 06:35:59.565452,Active
SELL00589,Gokhale-Hegde,Chandigarh,Haryana,4.24,2022-11-11 06:35:59.565452,Banned
SELL00590,Shan-Kara,Jaipur,Kerala,2.91,2022-11-12 06:35:59.565452,Active
SELL00591,"Agrawal, Gandhi and Garde",Jaipur,Karnataka,,2022-11-13 06:35:59.565452,Banned
SELL00592,Shah-Chatterjee,Chandigarh,Punjab,3.46,2022-11-14 06:35:59.565452,Inactive
SELL00593,"Dixit, Lall and Dani",Ahmedabad,Bihar,3.23,2022-11-15 06:35:59.565452,Inactive
SELL00594,Sarma-Brahmbhatt,Hyderabad,Punjab,2.0,2022-11-16 06:35:59.565452,Inactive
SELL00595,Dhar-Gera,Nagpur,Madhya Pradesh,6.0,2022-11-17 06:35:59.565452,Inactive
SELL00596,Varughese Ltd,Visakhapatnam,Kerala,1.55,2022-11-18 06:35:59.565452,Banned
SELL00597,Naidu PLC,Pune,Madhya Pradesh,3.25,2022-11-19 06:35:59.565452,Inactive
SELL00598,"Golla, Nigam and Chaudhuri",Kolkata,Maharashtra,3.74,2022-11-20 06:35:59.565452,Inactive
SELL00599,Mall-Mangal,Lucknow,Rajasthan,2.37,2022-11-21 06:35:59.565452,Inactive
SELL00600,Sekhon and Sons,Nagpur,West Bengal,1.63,2022-11-22 06:35:59.565452,Banned
SELL00601,"Prabhu, Gour and Shetty",Kolkata,West Bengal,3.0,2022-11-23 06:35:59.565452,Active
SELL00602,Palla-Apte,Bhopal,Kerala,1.57,2022-11-24 06:35:59.565452,Active
SELL00603,"Parikh, Dasgupta and Boase",Patna,Punjab,1.19,2022-11-25 06:35:59.565452,Banned
SELL00604,Dyal-Bahl,Bengaluru,Uttar Pradesh,3.61,2022-11-26 06:35:59.565452,Banned
SELL00605,"Sibal, Kumer and Dash",Chandigarh,Telangana,1.04,2022-11-27 06:35:59.565452,Banned
SELL00606,"Basu, Dada and Ratta",Chennai,West Bengal,1.95,2022-11-28 06:35:59.565452,Banned
SELL00607,Nori Group,Surat,Tamil Nadu,2.94,2022-11-29 06:35:59.565452,Active
SELL00608,Manne Inc,Lucknow,Kerala,,2022-11-30 06:35:59.565452,Inactive
SELL00609,Mallick-Merchant,Ahmedabad,Delhi,3.3,2022-12-01 06:35:59.565452,Inactive
SELL00610,Bail Group,Hyderabad,Odisha,1.14,2022-12-02 06:35:59.565452,Active
SELL00611,Garde LLC,Visakhapatnam,Punjab,1.45,2022-12-03 06:35:59.565452,Inactive
SELL00612,Vyas-Guha,Noida,Telangana,3.32,2022-12-04 06:35:59.565452,Active
SELL00613,Bains-Dyal,Chennai,Delhi,4.48,2022-12-05 06:35:59.565452,Banned
SELL00614,Bhalla-Roy,Kolkata,Bihar,1.81,2022-12-06 06:35:59.565452,Banned
SELL00615,Som Group,Bhopal,Tamil Nadu,1.6,2022-12-07 06:35:59.565452,Active
SELL00616,"Bala, Randhawa and Kamdar",Pune,Karnataka,3.92,2022-12-08 06:35:59.565452,Banned
SELL00617,"Kara, Anne and Chopra",Noida,Tamil Nadu,4.26,2022-12-09 06:35:59.565452,Banned
SELL00618,"Doctor, Bora and Sharma",Mumbai,Uttar Pradesh,4.94,2022-12-10 06:35:59.565452,Inactive
SELL00619,"Bail, Narayanan and Sandhu",Mumbai,Haryana,1.36,2022-12-11 06:35:59.565452,Active
SELL00620,Acharya-Borra,Kolkata,Tamil Nadu,2.08,2022-12-12 06:35:59.565452,Banned
SELL00621,Nayar Ltd,Pune,Madhya Pradesh,1.45,2022-12-13 06:35:59.565452,Active
SELL00622,Hari Group,Chandigarh,Telangana,3.49,2022-12-14 06:35:59.565452,Active
SELL00623,Sunder and Sons,Mumbai,Madhya Pradesh,1.11,2022-12-15 06:35:59.565452,Banned
SELL00624,"Kunda, Dani and Suresh",Kochi,Telangana,1.45,2022-12-16 06:35:59.565452,Active
SELL00625,Handa Ltd,Jaipur,Maharashtra,1.12,2022-12-17 06:35:59.565452,Inactive
SELL00626,Kar Ltd,Chennai,Delhi,2.07,2022-12-18 06:35:59.565452,Banned
SELL00627,Raja-Bedi,Jaipur,Rajasthan,0.0,2022-12-19 06:35:59.565452,Banned
SELL00628,"Bumb, Chakraborty and Bains",Surat,Kerala,,2022-12-20 06:35:59.565452,Active
SELL00629,Soni PLC,Nagpur,Bihar,2.36,2022-12-21 06:35:59.565452,Inactive
SELL00630,"Sachdev, Viswanathan and Korpal",Kolkata,Odisha,3.24,2022-12-22 06:35:59.565452,Banned
SELL00631,"Mital, Dhar and Chakraborty",Lucknow,Kerala,2.11,2022-12-23 06:35:59.565452,Inactive
SELL00632,"Mody, Singhal and Dada",Visakhapatnam,Uttar Pradesh,3.28,2022-12-24 06:35:59.565452,Banned
SELL00633,"Suresh, Kumar and Sant",Ahmedabad,Andhra Pradesh,1.69,2022-12-25 06:35:59.565452,Banned
SELL00634,Prasad Ltd,Chennai,Punjab,,2022-12-26 06:35:59.565452,Banned
SELL00635,"Randhawa, Minhas and Bava",Chennai,Telangana,4.13,2022-12-27 06:35:59.565452,Banned
SELL00636,"Agate, Narayanan and Sule",Bhopal,West Bengal,2.61,2022-12-28 06:35:59.565452,Banned
SELL00637,Roy-Kurian,Pune,Uttar Pradesh,1.47,2022-12-29 06:35:59.565452,Banned
SELL00638,"Cherian, Bains and Mani",Visakhapatnam,Andhra Pradesh,3.4,2022-12-30 06:35:59.565452,Banned
SELL00639,Bhatnagar-Raja,Jaipur,West Bengal,3.66,2022-12-31 06:35:59.565452,Active
SELL00640,Chakraborty Group,Kochi,Madhya Pradesh,3.75,2023-01-01 06:35:59.565452,Banned
SELL00641,"Bawa, Kala and Karan",Patna,Karnataka,4.53,2023-01-02 06:35:59.565452,Active
SELL00642,Biswas Ltd,Delhi,Odisha,2.58,2023-01-03 06:35:59.565452,Banned
SELL00643,Tripathi-Hari,Bhopal,Haryana,-1.0,2023-01-04 06:35:59.565452,Active
SELL00644,"Bhatia, Butala and D’Alia",Ahmedabad,Delhi,1.42,2023-01-05 06:35:59.565452,Inactive
SELL00645,Sachdeva-Sinha,Jaipur,Uttar Pradesh,1.08,2023-01-06 06:35:59.565452,Active
SELL00646,"Kade, Gour and Karpe",Noida,Maharashtra,4.16,2023-01-07 06:35:59.565452,Active
SELL00647,"Savant, Biswas and Manda",Indore,Rajasthan,4.33,2023-01-08 06:35:59.565452,Active
SELL00648,"Gandhi, Rastogi and Lad",Vadodara,Maharashtra,2.43,2023-01-09 06:35:59.565452,Banned
SELL00649,Ratti LLC,Pune,Andhra Pradesh,1.91,2023-01-10 06:35:59.565452,Banned
SELL00650,Ranganathan PLC,Vadodara,Tamil Nadu,3.84,2023-01-11 06:35:59.565452,Banned
SELL00651,"Sheth, Tiwari and Chaudhari",Indore,Delhi,3.81,2023-01-12 06:35:59.565452,Banned
SELL00652,Gaba Group,Surat,Rajasthan,3.37,2023-01-13 06:35:59.565452,Active
SELL00653,"Loke, Sodhi and Rama",Visakhapatnam,Punjab,2.24,2023-01-14 06:35:59.565452,Banned
SELL00654,Basu-Hari,Delhi,Andhra Pradesh,1.77,2023-01-15 06:35:59.565452,Inactive
SELL00655,"Boase, Guha and Deep",Patna,Tamil Nadu,1.26,2023-01-16 06:35:59.565452,Inactive
SELL00656,"Pai, Thaker and Balasubramanian",Hyderabad,Telangana,3.87,2023-01-17 06:35:59.565452,Active
SELL00657,Srinivas and Sons,Ahmedabad,Tamil Nadu,2.06,2023-01-18 06:35:59.565452,Active
SELL00658,Dutt LLC,Bhopal,Rajasthan,1.91,2023-01-19 06:35:59.565452,Inactive
SELL00659,Lata Inc,Jaipur,Kerala,1.87,2023-01-20 06:35:59.565452,Inactive
SELL00660,Kothari-Wadhwa,Ahmedabad,Tamil Nadu,4.73,2023-01-21 06:35:59.565452,Banned
SELL00661,Deo Group,Vadodara,Andhra Pradesh,4.6,2023-01-22 06:35:59.565452,Active
SELL00662,Ram-Pillai,Lucknow,Punjab,4.86,2023-01-23 06:35:59.565452,Banned
SELL00663,Sen-Mishra,Jaipur,Delhi,,2023-01-24 06:35:59.565452,Banned
SELL00664,Ramakrishnan-Soni,Chennai,Punjab,1.7,2023-01-25 06:35:59.565452,Inactive
SELL00665,Bala-Bora,Nagpur,Madhya Pradesh,1.78,2023-01-26 06:35:59.565452,Active
SELL00666,Hegde-Badal,Indore,Gujarat,3.54,2023-01-27 06:35:59.565452,Banned
SELL00667,Sachar Inc,Chandigarh,Andhra Pradesh,4.48,2023-01-28 06:35:59.565452,Inactive
SELL00668,Sathe-Sarin,Surat,Maharashtra,3.72,2023-01-29 06:35:59.565452,Active
SELL00669,"Bir, Pall and Bakshi",Bengaluru,Gujarat,3.63,2023-01-30 06:35:59.565452,Banned
SELL00670,"Saha, Aurora and Bhatt",Kolkata,Kerala,9.0,2023-01-31 06:35:59.565452,Banned
SELL00671,Nazareth-Tata,Noida,Tamil Nadu,2.12,2023-02-01 06:35:59.565452,Banned
SELL00672,"Dara, Dyal and Sinha",Jaipur,Delhi,4.25,2023-02-02 06:35:59.565452,Banned
SELL00673,"Sani, Majumdar and More",Visakhapatnam,Karnataka,1.92,2023-02-03 06:35:59.565452,Active
SELL00674,Natarajan Ltd,Noida,Punjab,3.3,2023-02-04 06:35:59.565452,Active
SELL00675,Gola-Jhaveri,Noida,Tamil Nadu,3.15,2023-02-05 06:35:59.565452,Active
SELL00676,"Rastogi, Dada and Bal",Bhopal,Madhya Pradesh,2.65,2023-02-06 06:35:59.565452,Active
SELL00677,Saha-Dalal,Lucknow,Odisha,4.6,2023-02-07 06:35:59.565452,Active
SELL00678,Thakur and Sons,Jaipur,Telangana,3.13,2023-02-08 06:35:59.565452,Inactive
SELL00679,Thakur-Setty,Visakhapatnam,Odisha,4.49,2023-02-09 06:35:59.565452,Active
SELL00680,Mandal and Sons,Bhopal,Telangana,4.33,2023-02-10 06:35:59.565452,Inactive
SELL00681,De-Sama,Indore,Odisha,3.76,2023-02-11 06:35:59.565452,Active
SELL00682,Walia-Dada,Nagpur,Delhi,4.07,2023-02-12 06:35:59.565452,Banned
SELL00683,Sheth-Trivedi,Kolkata,Uttar Pradesh,,2023-02-13 06:35:59.565452,Inactive
SELL00684,Bedi and Sons,Hyderabad,Andhra Pradesh,4.6,2023-02-14 06:35:59.565452,Banned
SELL00685,"Babu, Bir and Mann",Pune,Telangana,3.95,2023-02-15 06:35:59.565452,Banned
SELL00686,"Dhingra, Yohannan and Purohit",Chennai,Bihar,3.82,2023-02-16 06:35:59.565452,Active
SELL00687,Narayan-Bumb,Vadodara,Maharashtra,4.62,2023-02-17 06:35:59.565452,Active
SELL00688,Chand-Raja,Visakhapatnam,Bihar,2.51,2023-02-18 06:35:59.565452,Banned
SELL00689,Dua Group,Visakhapatnam,Kerala,1.48,2023-02-19 06:35:59.565452,Inactive
SELL00690,Pant and Sons,Vadodara,Telangana,3.45,2023-02-20 06:35:59.565452,Inactive
SELL00691,Mohanty-Dara,Hyderabad,Uttar Pradesh,3.78,2023-02-21 06:35:59.565452,Inactive
SELL00692,Thakkar Ltd,Chennai,Andhra Pradesh,4.29,2023-02-22 06:35:59.565452,Banned
SELL00693,Babu LLC,Bengaluru,Maharashtra,1.33,2023-02-23 06:35:59.565452,Active
SELL00694,"Magar, Sami and Ganguly",Hyderabad,Tamil Nadu,2.77,2023-02-24 06:35:59.565452,Active
SELL00695,"Grewal, Khalsa and Kalla",Surat,Bihar,2.31,2023-02-25 06:35:59.565452,Banned
SELL00696,"Memon, Andra and Bal",Noida,Madhya Pradesh,3.24,2023-02-26 06:35:59.565452,Active
SELL00697,"Swaminathan, Ramakrishnan and Hayer",Lucknow,Maharashtra,1.32,2023-02-27 06:35:59.565452,Inactive
SELL00698,Bedi Ltd,Bhopal,Rajasthan,1.52,2023-02-28 06:35:59.565452,Inactive
SELL00699,Dasgupta-Mannan,Nagpur,Tamil Nadu,4.8,2023-03-01 06:35:59.565452,Active
SELL00700,"Gour, Palan and Nagar",Chennai,Tamil Nadu,2.64,2023-03-02 06:35:59.565452,Banned
SELL00701,"Swaminathan, Pai and Gandhi",Bhopal,Karnataka,2.18,2023-03-03 06:35:59.565452,Inactive
SELL00702,Gour-Bali,Lucknow,Punjab,,2023-03-04 06:35:59.565452,Banned
SELL00703,"Borde, Choudhry and Krish",Bhopal,Madhya Pradesh,3.11,2023-03-05 06:35:59.565452,Banned
SELL00704,"Tara, Chanda and Basu",Ahmedabad,Haryana,2.39,2023-03-06 06:35:59.565452,Inactive
SELL00705,Arora and Sons,Nagpur,West Bengal,3.21,2023-03-07 06:35:59.565452,Active
SELL00706,"Memon, Khanna and Krishnamurthy",Bhopal,Uttar Pradesh,1.92,2023-03-08 06:35:59.565452,Banned
SELL00707,"Sanghvi, Kade and Kari",Vadodara,Tamil Nadu,4.85,2023-03-09 06:35:59.565452,Banned
SELL00708,Dewan Ltd,Delhi,Odisha,3.36,2023-03-10 06:35:59.565452,Banned
SELL00709,"Date, Narayan and Gola",Noida,Maharashtra,2.93,2023-03-11 06:35:59.565452,Banned
SELL00710,Nanda PLC,Jaipur,Uttar Pradesh,4.78,2023-03-12 06:35:59.565452,Inactive
SELL00711,Prabhu-Modi,Chennai,Punjab,3.83,2023-03-13 06:35:59.565452,Active
SELL00712,Sodhi and Sons,Jaipur,Kerala,3.97,2023-03-14 06:35:59.565452,Inactive
SELL00713,Subramanian Group,Chennai,Delhi,2.21,2023-03-15 06:35:59.565452,Inactive
SELL00714,Gade-Bains,Jaipur,Maharashtra,3.21,2023-03-16 06:35:59.565452,Active
SELL00715,Sehgal Inc,Patna,Maharashtra,4.09,2023-03-17 06:35:59.565452,Inactive
SELL00716,Naik Ltd,Surat,Uttar Pradesh,2.45,2023-03-18 06:35:59.565452,Active
SELL00717,Barad LLC,Lucknow,Bihar,1.6,2023-03-19 06:35:59.565452,Inactive
SELL00718,Sagar and Sons,Vadodara,Madhya Pradesh,2.6,2023-03-20 06:35:59.565452,Active
SELL00719,Kannan-Ganesan,Kochi,Karnataka,2.9,2023-03-21 06:35:59.565452,Active
SELL00720,Talwar Ltd,Bhopal,Rajasthan,3.78,2023-03-22 06:35:59.565452,Banned
SELL00721,Mishra Ltd,Nagpur,Odisha,1.11,2023-03-23 06:35:59.565452,Active
SELL00722,Garde-Keer,Noida,Delhi,1.02,2023-03-24 06:35:59.565452,Banned
SELL00723,Dua Ltd,Surat,Uttar Pradesh,4.99,2023-03-25 06:35:59.565452,Banned
SELL00724,"Golla, Varghese and Sengupta",Kochi,Odisha,1.57,2023-03-26 06:35:59.565452,Active
SELL00725,"Merchant, Ahluwalia and Chaudhary",Hyderabad,Gujarat,3.74,2023-03-27 06:35:59.565452,Active
SELL00726,Taneja and Sons,Visakhapatnam,West Bengal,3.57,2023-03-28 06:35:59.565452,Active
SELL00727,Chand Group,Kochi,Rajasthan,4.19,2023-03-29 06:35:59.565452,Active
SELL00728,Sethi Inc,Delhi,Rajasthan,2.45,2023-03-30 06:35:59.565452,Banned
SELL00729,Agate-Pillay,Delhi,Kerala,1.66,2023-03-31 06:35:59.565452,Inactive
SELL00730,Bansal PLC,Surat,Delhi,3.15,2023-04-01 06:35:59.565452,Active
SELL00731,Varughese-Uppal,Visakhapatnam,Haryana,4.28,2023-04-02 06:35:59.565452,Banned
SELL00732,Borde PLC,Lucknow,Karnataka,3.82,2023-04-03 06:35:59.565452,Banned
SELL00733,Tak PLC,Nagpur,Telangana,3.76,2023-04-04 06:35:59.565452,Active
SELL00734,Kaul Inc,Kolkata,Tamil Nadu,2.64,2023-04-05 06:35:59.565452,Active
SELL00735,Khanna Group,Jaipur,Tamil Nadu,1.79,2023-04-06 06:35:59.565452,Active
SELL00736,"Mangat, Pillay and Nagi",Chennai,Odisha,4.17,2023-04-07 06:35:59.565452,Active
SELL00737,"Brahmbhatt, Raval and Dutta",Pune,Haryana,2.74,2023-04-08 06:35:59.565452,Inactive
SELL00738,"Memon, Srinivas and Sagar",Pune,West Bengal,3.83,2023-04-09 06:35:59.565452,Banned
SELL00739,"Nigam, Mangal and Ravi",Bengaluru,Uttar Pradesh,4.46,2023-04-10 06:35:59.565452,Inactive
SELL00740,"Shan, Ghosh and Dhar",Chandigarh,Uttar Pradesh,3.49,2023-04-11 06:35:59.565452,Banned
SELL00741,"Viswanathan, Sengupta and Doctor",Mumbai,Karnataka,4.42,2023-04-12 06:35:59.565452,Banned
SELL00742,Bera LLC,Noida,West Bengal,4.57,2023-04-13 06:35:59.565452,Inactive
SELL00743,Kulkarni-Pai,Bhopal,Uttar Pradesh,3.74,2023-04-14 06:35:59.565452,Banned
SELL00744,"Balay, Andra and Panchal",Hyderabad,Tamil Nadu,3.07,2023-04-15 06:35:59.565452,Active
SELL00745,"Lall, Kurian and Rattan",Lucknow,Gujarat,1.06,2023-04-16 06:35:59.565452,Active
SELL00746,Rout Inc,Surat,Odisha,4.77,2023-04-17 06:35:59.565452,Inactive
SELL00747,Dey and Sons,Surat,Delhi,2.78,2023-04-18 06:35:59.565452,Active
SELL00748,Bains-Wadhwa,Pune,Bihar,3.89,2023-04-19 06:35:59.565452,Active
SELL00749,Tailor-Bhalla,Visakhapatnam,Karnataka,4.41,2023-04-20 06:35:59.565452,Banned
SELL00750,"Chawla, Ganesh and Balasubramanian",Chandigarh,Haryana,2.34,2023-04-21 06:35:59.565452,Inactive
SELL00751,Batra PLC,Hyderabad,Karnataka,3.43,2023-04-22 06:35:59.565452,Banned
SELL00752,"Minhas, Bora and Thaman",Vadodara,Madhya Pradesh,1.53,2023-04-23 06:35:59.565452,Banned
SELL00753,"Menon, Sama and Ravi",Indore,Tamil Nadu,4.54,2023-04-24 06:35:59.565452,Active
SELL00754,"Chaudhry, Pai and Tak",Bengaluru,Karnataka,1.28,2023-04-25 06:35:59.565452,Banned
SELL00755,Bhasin-Ravi,Surat,Gujarat,4.03,2023-04-26 06:35:59.565452,Banned
SELL00756,Madan and Sons,Jaipur,Andhra Pradesh,4.55,2023-04-27 06:35:59.565452,Inactive
SELL00757,Raman LLC,Jaipur,Karnataka,4.2,2023-04-28 06:35:59.565452,Inactive
SELL00758,Vig Inc,Surat,West Bengal,4.22,2023-04-29 06:35:59.565452,Banned
SELL00759,Taneja PLC,Kochi,Gujarat,1.87,2023-04-30 06:35:59.565452,Banned
SELL00760,Sura-Parsa,Kolkata,Telangana,2.02,2023-05-01 06:35:59.565452,Banned
SELL00761,"Prashad, Prabhu and Gour",Jaipur,Bihar,2.97,2023-05-02 06:35:59.565452,Banned
SELL00762,Dalal Inc,Hyderabad,Gujarat,2.5,2023-05-03 06:35:59.565452,Active
SELL00763,Dhar-Modi,Nagpur,West Bengal,1.69,2023-05-04 06:35:59.565452,Active
SELL00764,"Chatterjee, Sandal and Thaman",Patna,Tamil Nadu,3.53,2023-05-05 06:35:59.565452,Active
SELL00765,"Tella, Prashad and Chaudry",Pune,Maharashtra,3.32,2023-05-06 06:35:59.565452,Banned
SELL00766,Sheth LLC,Indore,Karnataka,1.93,2023-05-07 06:35:59.565452,Inactive
SELL00767,Sundaram-Rai,Kochi,Maharashtra,3.98,2023-05-08 06:35:59.565452,Active
SELL00768,"Naidu, Sur and Setty",Mumbai,Andhra Pradesh,1.3,2023-05-09 06:35:59.565452,Banned
SELL00769,Varghese LLC,Indore,Tamil Nadu,2.42,2023-05-10 06:35:59.565452,Banned
SELL00770,Ranganathan-Mani,Nagpur,Rajasthan,4.62,2023-05-11 06:35:59.565452,Banned
SELL00771,Goswami Ltd,Kolkata,Gujarat,3.13,2023-05-12 06:35:59.565452,Active
SELL00772,"Chhabra, Sen and Gopal",Surat,Kerala,4.51,2023-05-13 06:35:59.565452,Active
SELL00773,Palla-Chada,Lucknow,Karnataka,2.79,2023-05-14 06:35:59.565452,Banned
SELL00774,Kumar LLC,Ahmedabad,Kerala,3.01,2023-05-15 06:35:59.565452,Active
SELL00775,"Borah, Sethi and Dugar",Chennai,Kerala,4.16,2023-05-16 06:35:59.565452,Active
SELL00776,Ratta and Sons,Indore,Karnataka,1.95,2023-05-17 06:35:59.565452,Inactive
SELL00777,"Arora, Puri and Korpal",Kolkata,Madhya Pradesh,2.86,2023-05-18 06:35:59.565452,Active
SELL00778,More LLC,Mumbai,Uttar Pradesh,1.53,2023-05-19 06:35:59.565452,Inactive
SELL00779,Kala-Srinivas,Kolkata,Maharashtra,1.13,2023-05-20 06:35:59.565452,Active
