product_id,product_name,category,sub_category,brand,unit_cost,list_price,stock_quantity,product_status
PROD0003896,sapiente cum,Home & Kitchen,Decor,Generic,658.61,6299.14,3854,Active
PROD0003897,tenetur sed,Sports,Apparel,Xiaomi,3217.4,5692.91,4122,Inactive
PROD0003898,illo excepturi,Sports,Equipment,Generic,2458.82,6472.92,1719,Discontinued
PROD0003899,tempore natus,Sports,Apparel,Xiaomi,462.04,7269.08,204,Inactive
PROD0003900,quidem voluptates,Grocery,Dairy,Samsung,855.02,182.66,4389,Inactive
PROD0003901,porro soluta,Beauty,Haircare,,3859.88,5331.5,4036,Active
PROD0003902,aut harum,Grocery,Snacks,OnePlus,4393.31,8988.42,2568,Active
PROD0003903,consequuntur qui,Electronics,Tablets,,4811.66,9942.72,1293,Discontinued
PROD0003904,rem quae,Grocery,Fruits,,1663.61,8424.58,3381,Discontinued
PROD0003905,tempore nisi,Sports,Equipment,LG,4695.46,867.5,1895,Discontinued
PROD0003906,doloribus odit,Grocery,Snacks,Samsung,205.74,2911.37,2759,Active
PROD0003907,cupiditate nemo,Sports,Apparel,Samsung,4258.86,7237.97,2161,Discontinued
PROD0003908,officiis beatae,Electronics,Mobiles,Samsung,3255.38,944.83,4601,Inactive
PROD0003909,ad nesciunt,Sports,Apparel,,4654.43,7792.13,1492,Inactive
PROD0003910,aperiam necessitatibus,Home & Kitchen,Cookware,Apple,1611.22,3370.08,3970,Inactive
PROD0003911,sunt soluta,Grocery,Dairy,LG,2556.04,7515.73,3285,Inactive
PROD0003912,consequatur voluptatum,Sports,Footwear,Samsung,3915.83,6375.08,947,Active
PROD0003913,hic nesciunt,Home & Kitchen,Decor,Sony,3733.05,5594.31,992,Inactive
PROD0003914,natus aspernatur,Grocery,Snacks,LG,3964.22,2129.1,617,Active
PROD0003915,tempore necessitatibus,Fashion,Women,Generic,1520.26,6902.9,2494,Active
PROD0003916,cum minima,Grocery,Snacks,Sony,788.37,7969.54,4690,Discontinued
PROD0003917,at a,Beauty,Makeup,OnePlus,1659.36,1937.02,3302,Active
PROD0003918,corporis explicabo,Electronics,Accessories,Generic,3941.1,-100.0,2420,Discontinued
PROD0003919,eos quaerat,Electronics,Mobiles,,2566.6,790.31,2482,Active
PROD0003920,ex placeat,Grocery,Vegetables,Generic,3384.23,120.09,4070,Inactive
PROD0003921,beatae aut,Grocery,Dairy,Sony,4932.85,5129.97,4269,Active
PROD0003922,debitis officiis,Grocery,Snacks,Apple,1740.93,3601.65,1038,Inactive
PROD0003923,vel cupiditate,Home & Kitchen,Cookware,Sony,2859.04,8610.06,3832,Active
PROD0003924,itaque maxime,Sports,Footwear,Generic,1138.88,6919.41,3300,Active
PROD0003925,velit harum,Grocery,Snacks,,2381.74,8727.7,1426,Active
PROD0003926,qui corrupti,Fashion,Kids,,3037.63,6264.62,3044,Active
PROD0003927,dolorem earum,Sports,Equipment,OnePlus,3411.61,8123.31,3565,Active
PROD0003928,deleniti nesciunt,Fashion,Women,Generic,2941.59,932.8,1344,Inactive
PROD0003929,sunt deserunt,Beauty,Makeup,Samsung,3739.36,8285.98,775,Discontinued
PROD0003930,debitis ipsum,Home & Kitchen,Cookware,Generic,1611.16,3948.96,4091,Inactive
PROD0003931,esse nostrum,Electronics,Laptops,Xiaomi,3405.79,3428.77,4979,Inactive
PROD0003932,repellendus vel,Home & Kitchen,Furniture,,429.95,3792.28,3947,Active
PROD0003933,laborum ab,Fashion,Kids,Sony,3035.43,5308.13,4267,Inactive
PROD0003934,placeat reprehenderit,Fashion,Men,LG,2054.11,4312.78,3324,Active
PROD0003935,optio corporis,Fashion,Women,,1571.71,9800.18,4887,Discontinued
PROD0003936,temporibus iste,Fashion,Kids,Generic,762.3,5205.15,4348,Discontinued
PROD0003937,ex delectus,Beauty,Haircare,Apple,4752.69,2501.99,4583,Active
PROD0003938,minus enim,Electronics,Accessories,Generic,3441.7,999999.0,4534,Active
PROD0003939,veritatis eaque,Beauty,Haircare,Sony,3555.03,9199.26,274,Discontinued
PROD0003940,praesentium ut,Electronics,Laptops,Apple,4251.05,700.78,294,Inactive
PROD0003941,velit quas,Sports,Equipment,Xiaomi,4690.82,8087.92,2407,Active
PROD0003942,quis ipsam,Electronics,Accessories,OnePlus,412.91,4558.6,2856,Discontinued
PROD0003943,dolorum facilis,Fashion,Men,Sony,2567.59,6399.81,820,Active
PROD0003944,qui impedit,Sports,Equipment,,176.2,3711.31,4910,Active
PROD0003945,assumenda cum,Sports,Footwear,Apple,600.75,2827.7,4848,Discontinued
PROD0003946,assumenda dolorum,Grocery,Fruits,OnePlus,2934.97,2964.51,2801,Discontinued
PROD0003947,maiores molestias,Sports,Footwear,OnePlus,4865.6,2997.09,3116,Inactive
PROD0003948,odio impedit,Electronics,Accessories,Generic,3338.68,8844.1,2008,Active
PROD0003949,ab magnam,Beauty,Skincare,,3240.72,4924.66,2303,Inactive
PROD0003950,facilis distinctio,Sports,Equipment,Generic,2376.31,7218.55,2649,Inactive
PROD0003951,laborum libero,Home & Kitchen,Decor,Sony,3333.31,9799.6,526,Active
PROD0003952,numquam vitae,Sports,Equipment,,306.05,2995.77,4915,Inactive
PROD0003953,porro quae,Electronics,Accessories,OnePlus,1275.97,110.91,1269,Discontinued
PROD0003954,inventore suscipit,Sports,Footwear,OnePlus,1430.36,7532.5,72,Inactive
PROD0003955,in odit,Fashion,Shoes,,2192.62,3962.03,3046,Inactive
PROD0003956,ad corporis,Fashion,Kids,Xiaomi,2501.38,8675.28,1830,Active
PROD0003957,ut illo,Beauty,Haircare,,4028.55,3273.11,2175,Discontinued
PROD0003958,modi repellat,Sports,Equipment,Samsung,3229.14,1086.39,3663,Active
PROD0003959,eos cumque,Fashion,Kids,Sony,2959.9,5476.12,3022,Active
PROD0003960,nisi optio,Sports,Footwear,OnePlus,386.59,6657.55,2048,Inactive
PROD0003961,veritatis sint,Grocery,Snacks,Xiaomi,4721.56,4376.67,2542,Discontinued
PROD0003962,cumque temporibus,Fashion,Kids,Samsung,2013.29,7924.72,1339,Inactive
PROD0003963,est repellendus,Home & Kitchen,Decor,Xiaomi,3512.02,8674.98,284,Discontinued
PROD0003964,omnis blanditiis,Sports,Apparel,Apple,1882.87,346.7,1023,Active
PROD0003965,itaque iste,Grocery,Dairy,Sony,3485.29,8433.88,1675,Discontinued
PROD0003966,facilis numquam,Grocery,Fruits,OnePlus,1791.47,7788.19,4693,Inactive
PROD0003967,accusamus facere,Home & Kitchen,Decor,Samsung,2149.3,588.8,4259,Inactive
PROD0003968,blanditiis inventore,Beauty,Makeup,,297.1,9084.03,2264,Inactive
PROD0003969,velit aut,Home & Kitchen,Decor,Generic,256.29,2748.17,2983,Discontinued
PROD0003970,temporibus qui,Electronics,Tablets,Apple,2598.45,8469.11,2934,Inactive
PROD0003971,corporis nam,Home & Kitchen,Furniture,Sony,4908.44,4062.45,2279,Discontinued
PROD0003972,incidunt totam,Beauty,Skincare,Sony,1841.39,8894.24,3717,Active
PROD0003973,ratione voluptatum,Beauty,Makeup,LG,639.96,6740.29,1027,Inactive
PROD0003974,aliquid adipisci,Fashion,Kids,,437.29,5797.73,444,Inactive
PROD0003975,eveniet distinctio,Electronics,Mobiles,LG,2631.73,4217.44,1322,Inactive
PROD0003976,enim odio,Fashion,Men,OnePlus,3888.02,1478.5,1126,Discontinued
PROD0003977,tempore excepturi,Beauty,Skincare,Generic,3840.92,7035.56,610,Discontinued
PROD0003978,voluptates accusamus,Grocery,Dairy,Apple,2978.38,4917.9,3148,Active
PROD0003979,odio dicta,Fashion,Men,OnePlus,1732.74,5464.91,40,Active
PROD0003980,voluptas impedit,Sports,Footwear,Apple,4680.88,5378.68,2813,Active
PROD0003981,inventore aut,Fashion,Men,Sony,3267.75,8017.59,4024,Inactive
PROD0003982,doloribus eius,Beauty,Makeup,Apple,1260.47,972.3,4767,Discontinued
PROD0003983,expedita occaecati,Fashion,Men,Generic,2708.88,8048.86,3148,Inactive
PROD0003984,commodi tempore,Electronics,Laptops,,1941.81,807.03,4402,Inactive
PROD0003985,harum enim,Fashion,Women,Samsung,3714.89,3369.49,628,Inactive
PROD0003986,quos vitae,Sports,Apparel,LG,580.78,9900.67,4724,Active
PROD0003987,vel nihil,Sports,Apparel,Apple,1593.97,8328.45,1764,Discontinued
PROD0003988,odio eos,Fashion,Women,Samsung,2976.67,5923.49,2370,Active
PROD0003989,qui laborum,Home & Kitchen,Cookware,Apple,1624.34,2521.89,471,Inactive
PROD0003990,eligendi nemo,Home & Kitchen,Cookware,OnePlus,3677.24,999999.0,784,Inactive
PROD0003991,accusantium dolor,Sports,Footwear,Xiaomi,438.7,8589.67,2264,Discontinued
PROD0003992,non amet,Grocery,Dairy,Apple,1696.06,7178.69,2313,Inactive
PROD0003993,libero odit,Sports,Footwear,Apple,1110.14,7594.1,2922,Active
PROD0003994,ipsum ipsum,Electronics,Laptops,Xiaomi,502.21,2107.88,289,Active
PROD0003995,facere odit,Beauty,Skincare,Sony,4456.03,4977.96,776,Discontinued
PROD0003996,saepe cupiditate,Grocery,Fruits,,1251.48,2933.31,2485,Active
PROD0003997,error sit,Grocery,Dairy,,3545.97,3178.62,2283,Inactive
PROD0003998,assumenda sit,Sports,Equipment,Xiaomi,1348.48,9467.81,461,Inactive
PROD0003999,modi iste,Grocery,Vegetables,Xiaomi,1007.46,6237.39,1862,Active
PROD0004000,occaecati ipsa,Grocery,Vegetables,OnePlus,4268.16,2147.27,3938,Discontinued
PROD0004001,quaerat placeat,Home & Kitchen,Cookware,Sony,3531.28,2832.68,3643,Discontinued
PROD0004002,dignissimos accusantium,Home & Kitchen,Decor,,2963.73,8404.54,4408,Active
PROD0004003,asperiores sunt,Beauty,Skincare,Apple,1596.95,930.0,2331,Discontinued
PROD0004004,vitae numquam,Electronics,Accessories,LG,3550.67,9839.21,260,Discontinued
PROD0004005,consequatur nemo,Electronics,Laptops,LG,3481.65,6544.96,3334,Inactive
PROD0004006,delectus corporis,Fashion,Men,Generic,3242.24,3599.7,2997,Discontinued
PROD0004007,quibusdam nam,Beauty,Skincare,LG,1788.84,8425.62,884,Discontinued
PROD0004008,in esse,Sports,Equipment,,1847.56,9233.42,2874,Active
PROD0004009,ea expedita,Sports,Footwear,Samsung,916.66,5772.66,2219,Active
PROD0004010,sit at,Grocery,Fruits,Generic,2846.47,8839.85,4976,Discontinued
PROD0004011,minus voluptatum,Home & Kitchen,Furniture,Apple,3167.91,6545.34,4067,Active
PROD0004012,facilis facere,Grocery,Fruits,Samsung,3531.41,3934.51,3589,Discontinued
PROD0004013,accusamus facilis,Beauty,Makeup,Xiaomi,4180.68,9485.49,4593,Active
PROD0004014,dolor accusamus,Sports,Apparel,Sony,327.79,2469.11,4718,Inactive
PROD0004015,quis voluptatum,Grocery,Vegetables,Samsung,1986.38,9859.09,2329,Active
PROD0004016,doloremque neque,Grocery,Dairy,,3763.79,4193.56,196,Active
PROD0004017,quam nulla,Grocery,Fruits,Apple,2581.41,9422.45,793,Discontinued
PROD0004018,optio blanditiis,Fashion,Kids,Xiaomi,3993.74,2588.91,167,Discontinued
PROD0004019,velit porro,Home & Kitchen,Appliances,LG,4889.48,5045.47,4793,Inactive
PROD0004020,aperiam voluptates,Electronics,Mobiles,LG,1265.87,9215.42,1709,Discontinued
PROD0004021,commodi alias,Grocery,Vegetables,,4512.88,5874.53,2195,Active
PROD0004022,ducimus aspernatur,Grocery,Vegetables,Samsung,583.44,8461.86,3791,Discontinued
PROD0004023,placeat ratione,Sports,Equipment,Apple,517.52,3833.04,3756,Inactive
PROD0004024,deserunt totam,Electronics,Laptops,Generic,4563.31,4100.41,4114,Discontinued
PROD0004025,nemo perferendis,Fashion,Shoes,Xiaomi,980.58,6864.5,2635,Discontinued
PROD0004026,dolor cupiditate,Fashion,Men,Apple,1761.4,1602.43,4855,Discontinued
PROD0004027,excepturi ex,Electronics,Laptops,Apple,604.41,715.39,4039,Discontinued
PROD0004028,perspiciatis molestias,Sports,Apparel,Samsung,2850.22,335.38,3036,Active
PROD0004029,recusandae impedit,Sports,Footwear,LG,210.9,3960.87,3097,Active
PROD0004030,dicta fuga,Grocery,Vegetables,OnePlus,4003.88,7526.4,1821,Inactive
PROD0004031,perspiciatis cupiditate,Fashion,Kids,,2055.78,4911.92,3933,Inactive
PROD0004032,delectus ipsum,Grocery,Vegetables,Sony,607.54,7720.8,1894,Inactive
PROD0004033,eveniet aliquid,Sports,Equipment,Xiaomi,3705.63,731.59,1851,Active
PROD0004034,eum facilis,Sports,Footwear,Generic,3699.66,860.96,2123,Inactive
PROD0004035,amet tempore,Beauty,Skincare,Apple,1675.17,2112.88,1089,Discontinued
PROD0004036,accusamus ipsum,Sports,Equipment,Samsung,3344.85,7170.25,2996,Inactive
PROD0004037,facilis perspiciatis,Electronics,Tablets,Generic,2847.44,240.68,3395,Inactive
PROD0004038,laborum impedit,Beauty,Skincare,Xiaomi,3144.29,8091.39,94,Discontinued
PROD0004039,earum eius,Beauty,Haircare,OnePlus,2073.89,4964.87,4642,Discontinued
PROD0004040,repellendus sapiente,Electronics,Accessories,,4593.23,2430.1,1500,Active
PROD0004041,aliquam consectetur,Sports,Footwear,,466.49,1134.92,1383,Active
PROD0004042,dolores dolore,Electronics,Accessories,Apple,1091.78,8330.94,4133,Inactive
PROD0004043,dicta suscipit,Fashion,Men,LG,1065.83,7627.35,1468,Inactive
PROD0004044,accusantium facere,Home & Kitchen,Cookware,OnePlus,3625.08,415.38,114,Inactive
PROD0004045,at quaerat,Electronics,Laptops,Generic,341.57,5530.87,1670,Discontinued
PROD0004046,occaecati optio,Electronics,Tablets,,4282.34,3146.71,3835,Active
PROD0004047,praesentium officia,Sports,Equipment,Apple,3831.15,1924.33,4576,Inactive
PROD0004048,necessitatibus quos,Home & Kitchen,Furniture,,2466.05,5692.98,4884,Active
PROD0004049,voluptatum veritatis,Electronics,Mobiles,Samsung,2102.54,5110.05,1739,Active
PROD0004050,quidem alias,Grocery,Snacks,OnePlus,2438.69,1468.43,565,Inactive
PROD0004051,sed repellat,Fashion,Shoes,Samsung,3724.97,2300.99,76,Inactive
PROD0004052,expedita excepturi,Sports,Apparel,Apple,2897.36,5339.28,2214,Active
PROD0004053,officia dignissimos,Electronics,Accessories,Sony,257.44,3000.95,4768,Inactive
PROD0004054,aliquid possimus,Grocery,Snacks,Apple,4777.41,6477.79,4955,Discontinued
PROD0004055,nemo quia,Fashion,Women,Sony,559.47,7128.1,988,Inactive
PROD0004056,numquam vel,Beauty,Skincare,LG,2110.12,1148.57,4904,Inactive
PROD0004057,consequuntur minima,Sports,Equipment,Sony,4933.14,-100.0,4134,Active
PROD0004058,itaque dignissimos,Home & Kitchen,Furniture,Generic,4228.09,6108.92,591,Discontinued
PROD0004059,autem neque,Sports,Footwear,Apple,1646.14,1085.13,3522,Active
PROD0004060,delectus ratione,Fashion,Kids,OnePlus,2776.51,5037.19,1384,Discontinued
PROD0004061,dolore expedita,Beauty,Skincare,LG,4556.86,7550.03,1701,Discontinued
PROD0004062,blanditiis perspiciatis,Grocery,Snacks,Xiaomi,3129.0,9174.04,1203,Discontinued
PROD0004063,quibusdam delectus,Beauty,Haircare,Samsung,1908.12,2807.89,1208,Inactive
PROD0004064,fugit nostrum,Electronics,Mobiles,Generic,1586.18,2767.51,2765,Inactive
PROD0004065,cupiditate iusto,Grocery,Dairy,Samsung,1536.08,2715.32,4768,Inactive
PROD0004066,nam provident,Fashion,Men,LG,1152.21,4621.75,4501,Active
PROD0004067,consequatur possimus,Electronics,Mobiles,Apple,4944.63,8604.77,1488,Active
PROD0004068,corrupti maiores,Beauty,Haircare,Samsung,3572.7,465.11,613,Discontinued
PROD0004069,maiores tempore,Electronics,Mobiles,Samsung,182.71,7331.16,4242,Active
PROD0004070,est debitis,Beauty,Makeup,Xiaomi,4527.98,3628.23,61,Inactive
PROD0004071,iusto sed,Sports,Apparel,Samsung,1004.23,4847.68,1954,Discontinued
PROD0004072,asperiores eveniet,Fashion,Shoes,Xiaomi,4867.02,6344.13,2190,Inactive
PROD0004073,eveniet ea,Fashion,Kids,Xiaomi,3667.57,3412.99,3038,Discontinued
PROD0004074,possimus ea,Grocery,Dairy,,476.59,3598.42,2514,Active
PROD0004075,aperiam libero,Home & Kitchen,Appliances,LG,4059.91,5754.63,842,Discontinued
PROD0004076,laboriosam a,Home & Kitchen,Decor,Samsung,2712.29,5295.47,3779,Discontinued
PROD0004077,facere aspernatur,Sports,Equipment,LG,1627.75,6701.51,3504,Active
PROD0004078,sunt explicabo,Electronics,Tablets,Sony,1799.76,6403.19,227,Discontinued
PROD0004079,modi officiis,Home & Kitchen,Furniture,Apple,2004.37,748.55,1883,Inactive
PROD0004080,autem ad,Grocery,Dairy,Generic,4302.4,4894.08,961,Active
PROD0004081,voluptatem commodi,Fashion,Men,Apple,4354.83,1960.43,4248,Discontinued
PROD0004082,molestias maxime,Grocery,Fruits,LG,143.35,2775.62,2143,Active
PROD0004083,incidunt est,Beauty,Makeup,Apple,3496.52,5893.6,301,Inactive
PROD0004084,fugiat natus,Electronics,Mobiles,Sony,2316.12,9125.17,1216,Discontinued
PROD0004085,tenetur enim,Home & Kitchen,Appliances,Generic,4521.16,1251.48,2544,Inactive
PROD0004086,temporibus provident,Sports,Footwear,Samsung,4401.27,6620.2,3291,Discontinued
PROD0004087,repellendus vero,Fashion,Shoes,LG,4141.85,9996.66,1667,Discontinued
PROD0004088,nobis ullam,Fashion,Men,Xiaomi,325.84,3267.87,2880,Active
PROD0004089,laborum quos,Home & Kitchen,Decor,Samsung,971.48,275.6,1617,Inactive
PROD0004090,laudantium ipsa,Sports,Apparel,Sony,2715.23,7993.65,2871,Active
PROD0004091,quis possimus,Home & Kitchen,Cookware,Apple,2771.6,6989.44,4641,Discontinued
PROD0004092,ipsum sit,Fashion,Women,Samsung,3702.65,6529.4,64,Active
PROD0004093,adipisci autem,Fashion,Shoes,Sony,843.89,2011.16,928,Inactive
PROD0004094,accusamus velit,Grocery,Vegetables,LG,2189.94,3971.11,3700,Active
PROD0004095,amet dicta,Home & Kitchen,Decor,OnePlus,3255.98,2135.13,860,Inactive
PROD0004096,commodi laboriosam,Grocery,Dairy,Apple,4265.53,7081.76,2334,Active
PROD0004097,asperiores fuga,Sports,Footwear,LG,308.22,2759.52,1218,Discontinued
PROD0004098,voluptate blanditiis,Fashion,Kids,,4557.93,1395.05,3573,Active
PROD0004099,ab molestias,Electronics,Tablets,Samsung,1015.16,252.88,1358,Discontinued
PROD0004100,esse dolor,Sports,Equipment,OnePlus,4296.82,9206.78,600,Discontinued
PROD0004101,repudiandae ea,Grocery,Vegetables,,3638.03,6972.3,2860,Discontinued
PROD0004102,fuga voluptatum,Fashion,Men,LG,1029.99,3858.08,4447,Inactive
PROD0004103,nulla harum,Home & Kitchen,Cookware,OnePlus,3482.33,9010.34,4205,Active
PROD0004104,molestias earum,Sports,Apparel,LG,4066.46,9675.32,3387,Discontinued
PROD0004105,asperiores praesentium,Home & Kitchen,Furniture,,4832.87,7896.45,1531,Discontinued
PROD0004106,consequatur tenetur,Sports,Equipment,Sony,4892.82,7516.87,2905,Active
PROD0004107,quod voluptatibus,Beauty,Skincare,Generic,2721.15,2286.12,542,Discontinued
PROD0004108,veritatis aperiam,Sports,Footwear,Generic,67.01,1194.27,2357,Discontinued
PROD0004109,ex quam,Electronics,Mobiles,LG,2595.69,1649.37,4403,Inactive
PROD0004110,unde sint,Sports,Equipment,Sony,196.18,9616.5,898,Active
PROD0004111,iusto facilis,Grocery,Snacks,OnePlus,3339.93,3027.26,107,Inactive
PROD0004112,beatae tempora,Grocery,Dairy,OnePlus,3982.43,2604.5,1462,Inactive
PROD0004113,labore totam,Sports,Equipment,Samsung,3223.61,5802.07,727,Active
PROD0004114,error necessitatibus,Home & Kitchen,Furniture,Xiaomi,1499.01,2978.77,476,Discontinued
PROD0004115,mollitia officia,Fashion,Men,,84.39,5214.92,3788,Inactive
PROD0004116,ducimus explicabo,Beauty,Skincare,Generic,3921.64,7249.88,3733,Inactive
PROD0004117,repellat cumque,Grocery,Fruits,Xiaomi,574.09,1324.68,1294,Active
PROD0004118,voluptate rerum,Home & Kitchen,Appliances,LG,3706.72,6929.23,1519,Discontinued
PROD0004119,unde alias,Beauty,Haircare,Generic,3498.72,5560.69,4019,Inactive
PROD0004120,sit sit,Beauty,Haircare,OnePlus,4933.62,2699.48,2296,Inactive
PROD0004121,modi id,Grocery,Fruits,,259.37,6163.26,911,Inactive
PROD0004122,autem aliquid,Home & Kitchen,Cookware,Samsung,1359.51,9227.61,4332,Active
PROD0004123,laudantium magnam,Grocery,Vegetables,Generic,1251.87,3088.92,478,Discontinued
PROD0004124,vitae similique,Fashion,Shoes,Apple,3910.65,6279.45,3403,Active
PROD0004125,corrupti similique,Home & Kitchen,Decor,OnePlus,4989.97,2434.09,2336,Active
PROD0004126,nesciunt tempora,Sports,Equipment,,687.45,5249.62,1197,Active
PROD0004127,perspiciatis harum,Sports,Apparel,Xiaomi,3167.85,6600.83,3392,Discontinued
PROD0004128,quod dolore,Beauty,Makeup,LG,618.92,8272.61,540,Active
PROD0004129,occaecati deleniti,Electronics,Accessories,Generic,198.3,6610.3,4035,Discontinued
PROD0004130,earum quos,Electronics,Accessories,LG,1660.11,9796.09,215,Discontinued
PROD0004131,occaecati corrupti,Fashion,Women,,218.69,6552.49,77,Active
PROD0004132,iusto deleniti,Electronics,Accessories,OnePlus,1638.0,3069.74,512,Discontinued
PROD0004133,doloribus eius,Grocery,Snacks,Generic,4089.4,8773.94,1017,Active
PROD0004134,officia consequuntur,Fashion,Men,Sony,2804.0,1279.21,1061,Discontinued
PROD0004135,dignissimos vel,Beauty,Haircare,Sony,4146.91,5147.05,4653,Discontinued
PROD0004136,sequi aliquam,Fashion,Men,Samsung,1817.43,4609.51,993,Discontinued
PROD0004137,alias pariatur,Fashion,Shoes,Sony,3505.48,5628.42,2228,Inactive
PROD0004138,distinctio accusantium,Sports,Footwear,OnePlus,1952.45,7543.06,3241,Discontinued
PROD0004139,omnis repudiandae,Beauty,Makeup,,2512.36,2516.39,1021,Active
PROD0004140,dolorum ratione,Home & Kitchen,Cookware,Apple,4329.76,4952.06,249,Active
PROD0004141,amet inventore,Beauty,Skincare,LG,2673.44,5905.11,3100,Inactive
PROD0004142,quam voluptates,Grocery,Vegetables,Sony,154.18,4877.69,1895,Discontinued
PROD0004143,vel reiciendis,Electronics,Tablets,,4294.72,4753.62,3683,Discontinued
PROD0004144,iste nobis,Sports,Apparel,Sony,2372.32,3909.92,380,Discontinued
PROD0004145,nulla commodi,Sports,Footwear,LG,1975.3,6139.5,1594,Discontinued
PROD0004146,perferendis reprehenderit,Sports,Equipment,Samsung,2553.83,4890.15,2940,Discontinued
PROD0004147,dicta accusantium,Sports,Footwear,OnePlus,868.78,4561.32,1750,Discontinued
PROD0004148,numquam natus,Beauty,Haircare,Apple,567.29,7944.77,89,Discontinued
PROD0004149,sint magnam,Home & Kitchen,Furniture,OnePlus,1870.01,8797.48,42,Inactive
PROD0004150,id vero,Home & Kitchen,Furniture,,1138.92,4382.83,3832,Discontinued
PROD0004151,excepturi fuga,Beauty,Haircare,OnePlus,2176.94,7189.61,3808,Discontinued
PROD0004152,quis cumque,Grocery,Vegetables,LG,3862.99,8944.14,41,Discontinued
PROD0004153,delectus eius,Home & Kitchen,Decor,Generic,1665.01,264.32,2,Inactive
PROD0004154,odio ratione,Grocery,Fruits,Generic,1696.05,-500.0,197,Discontinued
PROD0004155,eveniet veniam,Fashion,Men,OnePlus,4247.56,4678.9,323,Active
PROD0004156,molestias sunt,Beauty,Haircare,Generic,3734.57,6426.66,1330,Inactive
PROD0004157,fuga molestiae,Beauty,Makeup,Sony,1699.1,927.65,4751,Active
PROD0004158,in itaque,Sports,Equipment,Samsung,4449.4,967.6,4042,Discontinued
PROD0004159,modi quo,Fashion,Shoes,Sony,1913.08,3171.54,3860,Discontinued
PROD0004160,aperiam rem,Grocery,Vegetables,Xiaomi,1522.95,3986.63,4588,Inactive
PROD0004161,commodi placeat,Beauty,Makeup,Samsung,2772.86,3867.73,904,Discontinued
PROD0004162,ab impedit,Sports,Equipment,Sony,3319.9,6197.53,3459,Discontinued
PROD0004163,nostrum animi,Sports,Equipment,OnePlus,3107.25,6830.16,672,Discontinued
PROD0004164,iusto ea,Grocery,Dairy,Samsung,3843.49,9353.7,1333,Active
PROD0004165,rem cumque,Grocery,Dairy,OnePlus,3901.19,3756.31,3974,Active
PROD0004166,voluptas amet,Beauty,Haircare,Xiaomi,2004.55,665.6,1243,Active
PROD0004167,doloribus dignissimos,Electronics,Accessories,LG,907.82,540.5,821,Inactive
PROD0004168,aliquid quae,Grocery,Fruits,Generic,2230.01,6744.23,1543,Active
PROD0004169,quis deserunt,Home & Kitchen,Appliances,,4894.06,9751.97,1307,Active
PROD0004170,placeat quaerat,Grocery,Fruits,Apple,4162.37,3205.9,2120,Active
PROD0004171,accusamus dicta,Home & Kitchen,Cookware,Samsung,4437.44,775.55,2919,Discontinued
PROD0004172,ipsum laudantium,Fashion,Men,Sony,3271.91,6746.52,3217,Active
PROD0004173,voluptatum temporibus,Electronics,Accessories,Sony,2873.38,149.23,112,Active
PROD0004174,nam mollitia,Electronics,Mobiles,Xiaomi,610.02,4624.86,2456,Inactive
PROD0004175,assumenda exercitationem,Sports,Apparel,Generic,379.49,5689.29,769,Inactive
PROD0004176,illum quasi,Grocery,Snacks,,563.34,4557.73,4660,Active
PROD0004177,quasi asperiores,Sports,Apparel,OnePlus,3100.57,7627.85,4008,Discontinued
PROD0004178,placeat accusantium,Beauty,Skincare,Xiaomi,3279.26,9252.11,4593,Inactive
PROD0004179,assumenda eveniet,Electronics,Tablets,Xiaomi,2501.95,5390.54,4633,Inactive
PROD0004180,odit illo,Beauty,Haircare,Xiaomi,4772.42,7877.6,2919,Active
PROD0004181,amet itaque,Electronics,Laptops,LG,3631.33,301.35,1568,Inactive
PROD0004182,tempora fugit,Grocery,Snacks,Xiaomi,4805.37,2363.7,4226,Inactive
PROD0004183,non provident,Beauty,Makeup,Generic,68.91,9642.85,3455,Discontinued
PROD0004184,laudantium fugiat,Home & Kitchen,Decor,Samsung,3404.58,2068.97,2221,Discontinued
PROD0004185,expedita dicta,Electronics,Accessories,Sony,1648.43,5684.19,283,Discontinued
PROD0004186,tenetur deleniti,Fashion,Shoes,Generic,4712.02,5677.72,4510,Discontinued
PROD0004187,a officiis,Beauty,Skincare,Apple,408.84,7381.42,1690,Active
PROD0004188,optio aperiam,Sports,Apparel,Apple,518.15,5453.12,755,Active
PROD0004189,eveniet placeat,Sports,Equipment,Xiaomi,515.27,3183.13,3621,Active
PROD0004190,ut numquam,Home & Kitchen,Decor,Apple,877.41,438.9,590,Discontinued
PROD0004191,doloribus architecto,Sports,Footwear,LG,429.62,6296.78,1009,Discontinued
PROD0004192,occaecati beatae,Fashion,Women,Apple,2579.06,5787.41,2762,Inactive
PROD0004193,ea voluptatem,Beauty,Makeup,LG,611.77,4391.55,2311,Inactive
PROD0004194,doloribus porro,Beauty,Skincare,LG,418.15,6449.11,3028,Active
PROD0004195,qui dolore,Beauty,Haircare,,203.19,1254.1,1524,Active
PROD0004196,quibusdam itaque,Electronics,Accessories,Generic,3017.36,2603.78,701,Active
PROD0004197,ab commodi,Grocery,Dairy,Samsung,4301.4,7670.2,3372,Discontinued
PROD0004198,dicta ut,Fashion,Kids,OnePlus,3524.59,1672.1,1118,Discontinued
PROD0004199,harum laboriosam,Home & Kitchen,Decor,OnePlus,3049.15,8555.19,2597,Discontinued
PROD0004200,facere corrupti,Electronics,Laptops,Samsung,485.73,3837.17,2139,Discontinued
PROD0004201,sunt eaque,Electronics,Mobiles,,2696.86,9870.02,4605,Inactive
